IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimAmount
95780,0.0,0.28,A,8.0,12.0,28.0,64.0,B11,Regular,11.0,R93,0.0
95781,0.0,0.06,A,4.0,10.0,28.0,64.0,B1,Regular,11.0,R93,0.0
95782,0.0,0.12,A,10.0,8.0,28.0,64.0,B5,Diesel,11.0,R93,0.0
95783,0.0,1.0,B,6.0,11.0,49.0,50.0,B1,Diesel,91.0,R24,0.0
95785,0.0,1.0,C,6.0,10.0,34.0,54.0,B1,Diesel,101.0,R24,0.0
95787,0.0,0.41,C,7.0,15.0,54.0,73.0,B5,Regular,192.0,R24,0.0
95788,0.0,0.26,C,7.0,15.0,54.0,73.0,B5,Regular,192.0,R24,0.0
95789,0.0,0.31,C,7.0,19.0,54.0,65.0,B2,Regular,192.0,R24,0.0
95791,0.0,0.44,B,6.0,1.0,40.0,50.0,B12,Regular,78.0,R24,0.0
95792,0.0,0.55,B,6.0,1.0,40.0,50.0,B12,Regular,78.0,R24,0.0
95794,0.0,0.8,B,10.0,1.0,38.0,64.0,B2,Diesel,59.0,R24,0.0
95795,0.0,0.19,B,10.0,1.0,38.0,64.0,B2,Diesel,59.0,R24,0.0
95797,0.0,0.05,C,6.0,3.0,62.0,57.0,B2,Diesel,106.0,R24,0.0
95798,0.0,0.35,C,6.0,3.0,62.0,71.0,B2,Diesel,106.0,R24,0.0
95799,0.0,0.59,C,6.0,3.0,62.0,71.0,B2,Diesel,106.0,R24,0.0
95801,0.0,1.0,C,4.0,12.0,19.0,156.0,B4,Diesel,182.0,R24,0.0
95804,0.0,1.0,A,12.0,9.0,37.0,57.0,B1,Regular,30.0,R24,0.0
95806,1.0,0.46,B,4.0,13.0,19.0,95.0,B2,Regular,59.0,R24,1210.9
95807,0.0,1.0,C,4.0,10.0,61.0,50.0,B1,Regular,109.0,R24,0.0
95809,0.0,0.5,C,6.0,11.0,31.0,68.0,B1,Diesel,155.0,R24,0.0
95810,0.0,1.0,A,9.0,6.0,43.0,50.0,B1,Regular,32.0,R24,0.0
95812,0.0,1.0,A,8.0,15.0,41.0,50.0,B1,Diesel,45.0,R24,0.0
95814,0.0,1.0,C,4.0,2.0,46.0,50.0,B1,Regular,155.0,R24,0.0
95816,1.0,1.0,C,7.0,4.0,40.0,50.0,B5,Regular,298.0,R24,2293.58
95819,0.0,0.24,C,7.0,9.0,36.0,95.0,B2,Diesel,102.0,R24,0.0
95820,0.0,0.93,C,5.0,1.0,46.0,59.0,B6,Diesel,445.0,R83,0.0
95821,0.0,0.06,C,5.0,1.0,46.0,56.0,B6,Diesel,445.0,R83,0.0
95824,0.0,0.93,B,4.0,17.0,20.0,95.0,B1,Regular,78.0,R24,0.0
95825,0.0,0.06,B,7.0,8.0,20.0,85.0,B3,Regular,78.0,R24,0.0
95827,0.0,1.0,C,14.0,23.0,50.0,50.0,B10,Regular,155.0,R24,0.0
95829,0.0,0.58,D,9.0,12.0,31.0,95.0,B2,Regular,1313.0,R24,0.0
95830,0.0,0.14,B,7.0,8.0,28.0,60.0,B2,Diesel,82.0,R42,0.0
95831,0.0,0.85,B,8.0,3.0,28.0,57.0,B2,Diesel,82.0,R42,0.0
95833,0.0,1.0,B,7.0,14.0,38.0,50.0,B1,Regular,59.0,R24,0.0
95836,0.0,0.6,D,4.0,13.0,31.0,95.0,B2,Regular,1313.0,R24,0.0
95837,1.0,1.0,F,6.0,1.0,36.0,68.0,B2,Regular,22669.0,R11,675.28
95839,0.0,1.0,C,7.0,12.0,59.0,50.0,B2,Diesel,155.0,R24,0.0
95841,0.0,1.0,B,8.0,12.0,45.0,50.0,B1,Diesel,59.0,R24,0.0
95843,0.0,1.0,C,4.0,10.0,19.0,95.0,B14,Regular,155.0,R24,0.0
95847,0.0,1.0,C,7.0,6.0,39.0,50.0,B2,Diesel,155.0,R24,0.0
95849,0.0,0.05,D,5.0,9.0,25.0,76.0,B2,Diesel,1313.0,R24,0.0
95850,0.0,0.68,D,6.0,5.0,24.0,72.0,B6,Diesel,534.0,R11,0.0
95851,0.0,0.31,D,6.0,5.0,24.0,72.0,B6,Diesel,534.0,R11,0.0
95853,0.0,0.33,B,5.0,16.0,30.0,72.0,B2,Regular,84.0,R24,0.0
95854,0.0,0.66,B,4.0,11.0,30.0,54.0,B4,Regular,84.0,R24,0.0
95856,0.0,0.69,A,14.0,9.0,36.0,68.0,B1,Regular,33.0,R72,0.0
95857,0.0,0.3,A,14.0,9.0,36.0,60.0,B1,Regular,33.0,R72,0.0
95859,0.0,0.63,C,7.0,17.0,32.0,95.0,B2,Regular,101.0,R24,0.0
95860,0.0,0.36,C,7.0,17.0,32.0,90.0,B2,Regular,101.0,R24,0.0
95863,0.0,0.01,E,4.0,8.0,43.0,57.0,B1,Regular,5433.0,R93,0.0
95864,0.0,0.98,E,4.0,8.0,43.0,51.0,B1,Regular,5433.0,R93,0.0
95867,0.0,1.0,A,6.0,13.0,41.0,50.0,B1,Diesel,11.0,R24,0.0
95869,0.0,1.0,D,6.0,13.0,37.0,51.0,B2,Diesel,1313.0,R24,0.0
95871,0.0,0.72,A,5.0,5.0,34.0,76.0,B1,Diesel,32.0,R24,0.0
95872,0.0,0.27,A,5.0,5.0,34.0,61.0,B1,Diesel,32.0,R24,0.0
95874,0.0,1.0,B,6.0,11.0,29.0,60.0,B1,Diesel,78.0,R24,0.0
95876,0.0,1.0,D,7.0,5.0,53.0,50.0,B1,Regular,741.0,R24,0.0
95878,0.0,0.73,C,6.0,12.0,36.0,50.0,B1,Diesel,155.0,R24,0.0
95879,0.0,0.26,C,6.0,12.0,36.0,50.0,B1,Diesel,155.0,R24,0.0
95881,0.0,1.0,B,5.0,11.0,28.0,85.0,B5,Diesel,78.0,R24,0.0
95884,0.0,1.0,B,4.0,5.0,30.0,50.0,B2,Regular,78.0,R24,0.0
95886,0.0,1.0,B,4.0,12.0,19.0,90.0,B1,Regular,61.0,R24,0.0
95888,0.0,0.25,A,6.0,5.0,22.0,125.0,B2,Diesel,29.0,R24,0.0
95889,0.0,0.24,A,6.0,5.0,22.0,118.0,B2,Diesel,29.0,R24,0.0
95890,0.0,0.5,A,6.0,5.0,22.0,118.0,B2,Diesel,29.0,R24,0.0
95892,0.0,1.0,B,5.0,4.0,44.0,50.0,B2,Diesel,83.0,R24,0.0
95894,0.0,0.75,B,5.0,7.0,23.0,90.0,B1,Diesel,56.0,R24,0.0
95895,0.0,0.77,D,7.0,11.0,34.0,95.0,B3,Regular,1313.0,R24,0.0
95896,0.0,0.22,D,7.0,11.0,34.0,85.0,B3,Regular,1313.0,R24,0.0
95898,0.0,1.0,A,6.0,17.0,31.0,60.0,B3,Regular,45.0,R24,0.0
95902,0.0,0.21,E,5.0,8.0,26.0,68.0,B5,Diesel,2580.0,R72,0.0
95903,0.0,0.04,E,5.0,8.0,26.0,68.0,B5,Diesel,2580.0,R72,0.0
95904,1.0,0.73,E,5.0,8.0,26.0,68.0,B5,Diesel,2580.0,R72,1128.12
95906,0.0,1.0,A,6.0,14.0,24.0,100.0,B2,Regular,32.0,R83,0.0
95908,0.0,1.0,A,5.0,10.0,49.0,50.0,B2,Diesel,19.0,R24,0.0
95910,0.0,0.56,B,5.0,12.0,40.0,50.0,B1,Regular,68.0,R24,0.0
95911,0.0,1.0,A,10.0,7.0,38.0,50.0,B2,Diesel,13.0,R24,0.0
95913,0.0,1.0,B,4.0,8.0,19.0,95.0,B4,Regular,59.0,R24,0.0
95915,0.0,1.0,A,7.0,8.0,24.0,90.0,B2,Diesel,32.0,R83,0.0
95917,0.0,0.00819672131147541,C,4.0,5.0,80.0,115.0,B2,Regular,155.0,R24,0.0
95918,0.0,0.99,C,4.0,5.0,80.0,50.0,B2,Regular,155.0,R24,0.0
95920,0.0,1.0,C,5.0,4.0,53.0,73.0,B1,Diesel,109.0,R24,0.0
95922,0.0,1.0,A,6.0,1.0,58.0,50.0,B1,Regular,37.0,R91,0.0
95924,0.0,0.3,A,8.0,16.0,41.0,81.0,B1,Diesel,45.0,R24,0.0
95925,0.0,0.08,B,7.0,11.0,31.0,81.0,B10,Diesel,53.0,R72,0.0
95926,1.0,0.91,B,7.0,11.0,31.0,101.0,B10,Diesel,53.0,R72,1128.12
95928,0.0,0.87,C,6.0,14.0,28.0,60.0,B10,Diesel,139.0,R24,0.0
95929,0.0,0.12,C,6.0,14.0,28.0,60.0,B10,Diesel,139.0,R24,0.0
95932,1.0,0.3,C,7.0,17.0,44.0,50.0,B1,Regular,155.0,R24,1089.13
95933,0.0,0.69,C,7.0,16.0,44.0,50.0,B1,Regular,155.0,R24,0.0
95935,0.0,0.45,A,9.0,23.0,29.0,95.0,B2,Diesel,17.0,R24,0.0
95936,0.0,0.53,C,5.0,9.0,20.0,100.0,B5,Diesel,106.0,R24,0.0
95937,0.0,0.25,C,5.0,9.0,20.0,95.0,B5,Diesel,106.0,R24,0.0
95938,0.0,0.21,C,5.0,9.0,20.0,85.0,B5,Diesel,106.0,R24,0.0
95940,0.0,1.0,C,8.0,11.0,28.0,76.0,B6,Regular,106.0,R24,0.0
95942,0.0,1.0,C,7.0,1.0,55.0,50.0,B12,Regular,155.0,R24,0.0
95944,0.0,0.7,B,4.0,12.0,19.0,100.0,B14,Regular,91.0,R24,0.0
95945,0.0,0.29,B,5.0,14.0,19.0,95.0,B2,Diesel,91.0,R24,0.0
95947,0.0,1.0,D,6.0,7.0,34.0,76.0,B3,Regular,1313.0,R24,0.0
95950,0.0,0.12,C,6.0,19.0,37.0,76.0,B3,Regular,155.0,R24,0.0
95951,0.0,0.87,C,6.0,19.0,37.0,76.0,B3,Regular,155.0,R24,0.0
95952,0.0,1.0,A,7.0,10.0,34.0,64.0,B6,Regular,40.0,R24,0.0
95954,0.0,0.14,C,7.0,12.0,32.0,64.0,B1,Regular,155.0,R24,0.0
95955,0.0,0.68,C,7.0,12.0,32.0,64.0,B1,Regular,155.0,R24,0.0
95956,0.0,1.0,A,7.0,11.0,24.0,85.0,B2,Diesel,39.0,R24,0.0
95958,0.0,0.43,C,7.0,18.0,29.0,90.0,B1,Regular,105.0,R24,0.0
95959,0.0,0.56,C,6.0,15.0,29.0,85.0,B2,Diesel,105.0,R24,0.0
95961,0.0,1.0,C,6.0,11.0,28.0,60.0,B1,Regular,102.0,R24,0.0
95967,0.0,1.0,C,11.0,1.0,42.0,50.0,B10,Diesel,135.0,R31,0.0
95969,0.0,1.0,D,7.0,9.0,46.0,50.0,B2,Regular,817.0,R31,0.0
95971,0.0,0.93,D,8.0,15.0,37.0,51.0,B1,Regular,1898.0,R31,0.0
95972,0.0,0.06,D,7.0,9.0,37.0,50.0,B2,Diesel,1898.0,R31,0.0
95974,0.0,1.0,B,4.0,8.0,68.0,50.0,B6,Regular,98.0,R31,0.0
95976,0.0,1.0,B,4.0,14.0,25.0,64.0,B1,Regular,60.0,R31,0.0
95979,0.0,1.0,B,4.0,11.0,55.0,50.0,B1,Regular,84.0,R31,0.0
95981,0.0,1.0,B,4.0,10.0,40.0,50.0,B4,Diesel,60.0,R31,0.0
95983,0.0,1.0,D,7.0,5.0,37.0,50.0,B1,Diesel,1490.0,R31,0.0
95985,0.0,0.21,C,6.0,1.0,51.0,50.0,B2,Diesel,135.0,R31,0.0
95986,0.0,0.64,C,6.0,1.0,51.0,50.0,B2,Diesel,135.0,R31,0.0
95987,0.0,0.14,C,11.0,1.0,51.0,50.0,B11,Diesel,135.0,R31,0.0
95990,0.0,0.22,C,5.0,5.0,57.0,50.0,B3,Diesel,110.0,R31,0.0
95991,0.0,0.21,C,11.0,4.0,57.0,50.0,B12,Diesel,110.0,R31,0.0
95992,0.0,0.56,C,11.0,4.0,57.0,50.0,B12,Diesel,110.0,R31,0.0
95994,0.0,0.22,C,5.0,3.0,29.0,60.0,B3,Diesel,115.0,R31,0.0
95995,0.0,0.77,C,5.0,3.0,29.0,50.0,B3,Diesel,115.0,R31,0.0
95997,0.0,0.96,B,7.0,5.0,49.0,50.0,B2,Diesel,71.0,R31,0.0
95998,0.0,0.00546448087431694,B,4.0,0.0,49.0,50.0,B2,Diesel,71.0,R31,0.0
95999,0.0,0.02,B,4.0,0.0,49.0,50.0,B2,Diesel,71.0,R31,0.0
96001,0.0,0.23,B,6.0,2.0,35.0,50.0,B13,Diesel,83.0,R31,0.0
96002,0.0,0.76,B,6.0,2.0,35.0,50.0,B13,Diesel,83.0,R31,0.0
96005,0.0,1.0,C,6.0,10.0,29.0,57.0,B2,Regular,115.0,R31,0.0
96007,1.0,0.45,E,6.0,7.0,51.0,51.0,B3,Diesel,2039.0,R31,317.36
96008,0.0,0.54,E,6.0,2.0,51.0,50.0,B3,Diesel,2039.0,R31,0.0
96010,0.0,0.23,C,4.0,8.0,58.0,50.0,B4,Diesel,185.0,R31,0.0
96011,0.0,0.24,E,9.0,11.0,46.0,85.0,B2,Diesel,7259.0,R31,0.0
96012,0.0,0.29,E,9.0,11.0,46.0,85.0,B2,Diesel,7259.0,R31,0.0
96013,0.0,1.0,D,5.0,3.0,30.0,54.0,B2,Diesel,817.0,R31,0.0
96015,0.0,1.0,E,5.0,2.0,36.0,50.0,B3,Diesel,3200.0,R31,0.0
96017,1.0,1.0,E,4.0,1.0,44.0,58.0,B4,Diesel,6157.0,R31,65.69
96019,0.0,0.27,B,4.0,15.0,20.0,125.0,B2,Regular,60.0,R31,0.0
96020,0.0,0.15,B,4.0,15.0,20.0,125.0,B2,Regular,60.0,R31,0.0
96021,0.0,1.0,D,4.0,14.0,82.0,50.0,B1,Regular,817.0,R31,0.0
96023,0.0,1.0,A,7.0,5.0,45.0,50.0,B2,Regular,10.0,R26,0.0
96025,0.0,1.0,D,8.0,5.0,49.0,50.0,B1,Diesel,817.0,R31,0.0
96027,0.0,0.05,E,5.0,7.0,25.0,100.0,B4,Diesel,4024.0,R31,0.0
96028,0.0,0.94,E,5.0,7.0,25.0,95.0,B4,Diesel,4024.0,R31,0.0
96031,0.0,1.0,D,5.0,5.0,41.0,53.0,B4,Diesel,817.0,R31,0.0
96033,0.0,1.0,B,7.0,11.0,67.0,50.0,B5,Diesel,60.0,R31,0.0
96035,1.0,0.07,B,5.0,12.0,47.0,50.0,B5,Diesel,84.0,R31,2195.26
96036,0.0,0.92,B,5.0,11.0,47.0,50.0,B3,Diesel,84.0,R31,0.0
96039,0.0,0.35,C,4.0,16.0,51.0,50.0,B2,Regular,132.0,R31,0.0
96040,0.0,0.36,C,11.0,9.0,49.0,50.0,B14,Diesel,110.0,R31,0.0
96041,1.0,0.63,C,11.0,9.0,49.0,50.0,B14,Diesel,110.0,R31,1128.12
96044,0.0,1.0,D,5.0,6.0,54.0,50.0,B4,Diesel,817.0,R31,0.0
96046,0.0,1.0,B,4.0,10.0,27.0,72.0,B6,Regular,69.0,R31,0.0
96048,0.0,1.0,D,7.0,6.0,55.0,50.0,B1,Diesel,817.0,R31,0.0
96050,0.0,1.0,C,5.0,2.0,42.0,50.0,B1,Diesel,483.0,R31,0.0
96052,0.0,0.38,B,7.0,9.0,43.0,50.0,B2,Diesel,65.0,R31,0.0
96053,0.0,0.26,B,6.0,17.0,43.0,50.0,B3,Diesel,65.0,R31,0.0
96054,0.0,0.05,B,5.0,17.0,43.0,50.0,B3,Diesel,65.0,R31,0.0
96058,0.0,1.0,B,4.0,10.0,27.0,57.0,B3,Diesel,60.0,R31,0.0
96060,0.0,0.98,C,4.0,6.0,21.0,50.0,B5,Regular,193.0,R31,0.0
96061,0.0,0.01,C,4.0,6.0,21.0,100.0,B5,Regular,193.0,R31,0.0
96063,0.0,1.0,B,6.0,2.0,52.0,50.0,B3,Regular,84.0,R31,0.0
96065,0.0,0.24,C,7.0,5.0,43.0,52.0,B12,Diesel,193.0,R31,0.0
96066,0.0,0.45,C,7.0,5.0,43.0,52.0,B12,Diesel,193.0,R31,0.0
96067,0.0,0.29,C,7.0,0.0,43.0,50.0,B4,Diesel,193.0,R31,0.0
96069,0.0,0.26,C,5.0,11.0,43.0,50.0,B2,Diesel,193.0,R31,0.0
96070,0.0,0.4,C,11.0,8.0,25.0,64.0,B1,Diesel,444.0,R31,0.0
96071,0.0,0.59,C,11.0,8.0,25.0,60.0,B1,Diesel,444.0,R31,0.0
96073,0.0,1.0,B,6.0,6.0,47.0,60.0,B3,Regular,100.0,R31,0.0
96076,1.0,0.13,C,5.0,15.0,20.0,100.0,B1,Diesel,181.0,R31,1128.12
96077,0.0,0.3,C,4.0,14.0,20.0,125.0,B1,Diesel,181.0,R31,0.0
96078,0.0,0.08,C,4.0,14.0,20.0,125.0,B1,Diesel,181.0,R31,0.0
96079,0.0,0.47,C,4.0,14.0,20.0,125.0,B1,Diesel,181.0,R31,0.0
96081,0.0,0.00546448087431694,B,6.0,1.0,49.0,50.0,B1,Diesel,52.0,R31,0.0
96082,0.0,0.4,B,6.0,1.0,49.0,50.0,B1,Diesel,52.0,R31,0.0
96083,0.0,0.58,B,6.0,1.0,49.0,50.0,B1,Diesel,52.0,R31,0.0
96085,0.0,0.36,D,7.0,5.0,65.0,55.0,B3,Regular,817.0,R31,0.0
96086,0.0,0.01,D,7.0,0.0,65.0,55.0,B3,Regular,817.0,R31,0.0
96087,0.0,0.62,D,7.0,0.0,65.0,50.0,B3,Regular,817.0,R31,0.0
96089,0.0,0.58,B,6.0,4.0,60.0,50.0,B2,Diesel,65.0,R31,0.0
96090,0.0,0.41,B,6.0,4.0,60.0,50.0,B2,Diesel,65.0,R31,0.0
96092,0.0,1.0,D,6.0,8.0,36.0,50.0,B4,Regular,817.0,R31,0.0
96094,0.0,0.6,D,5.0,15.0,20.0,95.0,B1,Regular,817.0,R31,0.0
96095,0.0,1.0,C,4.0,9.0,58.0,50.0,B2,Regular,145.0,R31,0.0
96097,0.0,1.0,C,5.0,3.0,42.0,71.0,B2,Diesel,116.0,R31,0.0
96099,1.0,1.0,E,4.0,12.0,20.0,125.0,B3,Regular,7259.0,R31,1128.12
96101,0.0,1.0,C,10.0,5.0,52.0,50.0,B5,Diesel,144.0,R93,0.0
96103,0.0,0.3,C,5.0,21.0,25.0,76.0,B5,Regular,444.0,R31,0.0
96104,0.0,0.57,D,5.0,17.0,22.0,95.0,B2,Regular,817.0,R31,0.0
96105,1.0,1.0,D,4.0,15.0,23.0,80.0,B4,Regular,817.0,R31,1128.12
96108,0.0,1.0,C,6.0,4.0,53.0,50.0,B2,Regular,123.0,R23,0.0
96110,0.0,0.6,E,6.0,1.0,44.0,95.0,B5,Regular,3003.0,R31,0.0
96111,0.0,0.92,B,5.0,9.0,22.0,80.0,B3,Diesel,84.0,R31,0.0
96112,0.0,0.07,B,5.0,6.0,22.0,80.0,B3,Diesel,84.0,R31,0.0
96115,0.0,0.62,C,7.0,6.0,22.0,85.0,B1,Diesel,148.0,R31,0.0
96116,0.0,0.48,D,12.0,15.0,37.0,50.0,B2,Regular,817.0,R31,0.0
96118,0.0,1.0,D,4.0,15.0,54.0,90.0,B1,Regular,817.0,R31,0.0
96120,0.0,0.19,D,5.0,15.0,36.0,100.0,B2,Regular,817.0,R31,0.0
96121,0.0,1.0,E,6.0,3.0,29.0,72.0,B1,Diesel,7313.0,R31,0.0
96124,0.0,0.00819672131147541,D,7.0,14.0,33.0,90.0,B1,Regular,1895.0,R31,0.0
96125,0.0,0.65,D,6.0,13.0,33.0,90.0,B2,Regular,1895.0,R31,0.0
96126,0.0,0.08,C,8.0,6.0,46.0,50.0,B1,Diesel,129.0,R31,0.0
96127,0.0,0.08,C,8.0,12.0,42.0,50.0,B2,Diesel,135.0,R31,0.0
96128,0.0,1.0,E,6.0,1.0,50.0,50.0,B2,Diesel,6257.0,R11,0.0
96130,0.0,0.85,A,7.0,16.0,26.0,85.0,B1,Regular,14.0,R24,0.0
96131,0.0,0.04,A,7.0,16.0,26.0,85.0,B1,Regular,14.0,R24,0.0
96132,0.0,0.1,A,5.0,4.0,26.0,80.0,B1,Regular,14.0,R24,0.0
96135,0.0,1.0,C,5.0,1.0,43.0,50.0,B3,Regular,182.0,R24,0.0
96137,0.0,1.0,A,7.0,11.0,47.0,50.0,B1,Regular,14.0,R24,0.0
96139,0.0,1.0,A,10.0,14.0,60.0,50.0,B2,Regular,45.0,R21,0.0
96141,0.0,1.0,A,7.0,6.0,35.0,50.0,B5,Regular,27.0,R24,0.0
96143,0.0,1.0,A,6.0,4.0,53.0,50.0,B5,Diesel,28.0,R24,0.0
96145,0.0,1.0,A,7.0,6.0,43.0,50.0,B2,Diesel,11.0,R24,0.0
96147,1.0,0.16,A,4.0,11.0,23.0,50.0,B4,Diesel,12.0,R24,71.47
96148,0.0,0.42,A,4.0,11.0,23.0,50.0,B4,Diesel,12.0,R24,0.0
96149,0.0,0.16,A,4.0,11.0,23.0,100.0,B4,Diesel,12.0,R24,0.0
96150,0.0,0.00273224043715847,A,4.0,11.0,23.0,100.0,B4,Diesel,12.0,R24,0.0
96151,0.0,0.00273224043715847,A,4.0,11.0,23.0,100.0,B4,Diesel,12.0,R24,0.0
96152,0.0,0.06,A,4.0,11.0,23.0,95.0,B4,Diesel,12.0,R24,0.0
96155,0.0,0.33,C,6.0,12.0,20.0,95.0,B6,Regular,182.0,R24,0.0
96156,1.0,1.0,A,7.0,16.0,49.0,50.0,B5,Regular,12.0,R24,83.4
96159,0.0,0.27,A,4.0,15.0,32.0,57.0,B1,Regular,11.0,R24,0.0
96160,0.0,0.72,A,5.0,10.0,32.0,51.0,B2,Regular,11.0,R24,0.0
96162,0.0,0.55,A,7.0,13.0,38.0,51.0,B2,Regular,11.0,R24,0.0
96163,0.0,0.44,A,6.0,8.0,38.0,50.0,B1,Diesel,11.0,R24,0.0
96165,0.0,1.0,C,11.0,22.0,93.0,50.0,B2,Regular,182.0,R24,0.0
96167,0.0,0.14,C,7.0,20.0,51.0,50.0,B2,Regular,182.0,R24,0.0
96168,0.0,0.85,C,4.0,6.0,51.0,50.0,B2,Diesel,182.0,R24,0.0
96171,0.0,1.0,A,4.0,11.0,24.0,72.0,B4,Regular,14.0,R24,0.0
96173,0.0,1.0,A,5.0,1.0,35.0,50.0,B2,Diesel,15.0,R24,0.0
96175,0.0,0.51,C,6.0,2.0,64.0,50.0,B1,Diesel,182.0,R24,0.0
96176,0.0,0.41,C,7.0,0.0,64.0,50.0,B1,Regular,182.0,R24,0.0
96179,0.0,0.82,A,6.0,5.0,52.0,50.0,B1,Diesel,14.0,R24,0.0
96180,0.0,0.17,A,7.0,1.0,52.0,50.0,B1,Diesel,14.0,R24,0.0
96182,0.0,1.0,A,4.0,11.0,54.0,50.0,B3,Diesel,27.0,R24,0.0
96184,0.0,1.0,A,6.0,8.0,74.0,50.0,B1,Regular,20.0,R24,0.0
96186,0.0,0.74,A,5.0,14.0,23.0,80.0,B2,Regular,15.0,R24,0.0
96187,0.0,0.25,A,5.0,14.0,23.0,76.0,B2,Regular,15.0,R24,0.0
96189,0.0,1.0,C,10.0,9.0,41.0,50.0,B2,Diesel,182.0,R24,0.0
96191,0.0,1.0,A,10.0,1.0,41.0,50.0,B3,Diesel,13.0,R24,0.0
96193,0.0,1.0,C,7.0,6.0,75.0,50.0,B1,Regular,182.0,R24,0.0
96195,0.0,1.0,E,6.0,12.0,53.0,50.0,B1,Regular,3258.0,R11,0.0
96197,0.0,0.86,A,7.0,1.0,40.0,50.0,B2,Diesel,14.0,R24,0.0
96198,0.0,0.13,A,7.0,1.0,40.0,50.0,B2,Diesel,14.0,R24,0.0
96201,0.0,0.13,A,6.0,6.0,58.0,50.0,B1,Diesel,11.0,R24,0.0
96202,0.0,0.58,C,7.0,4.0,75.0,50.0,B1,Regular,182.0,R24,0.0
96203,0.0,0.41,C,7.0,4.0,75.0,50.0,B1,Regular,182.0,R24,0.0
96205,0.0,1.0,A,7.0,1.0,36.0,73.0,B1,Diesel,14.0,R24,0.0
96207,0.0,0.47,A,9.0,7.0,25.0,80.0,B1,Regular,10.0,R24,0.0
96208,0.0,0.08,A,6.0,8.0,36.0,50.0,B1,Diesel,27.0,R24,0.0
96209,0.0,0.91,A,6.0,8.0,36.0,50.0,B1,Diesel,27.0,R24,0.0
96211,0.0,1.0,A,4.0,1.0,70.0,50.0,B2,Regular,13.0,R24,0.0
96213,0.0,1.0,A,5.0,4.0,27.0,85.0,B1,Regular,27.0,R24,0.0
96215,0.0,1.0,C,4.0,10.0,47.0,76.0,B6,Regular,176.0,R24,0.0
96217,0.0,1.0,A,12.0,7.0,60.0,50.0,B12,Diesel,45.0,R21,0.0
96219,0.0,0.33,C,6.0,11.0,62.0,50.0,B1,Diesel,182.0,R24,0.0
96220,0.0,0.06,A,7.0,15.0,37.0,57.0,B1,Regular,11.0,R24,0.0
96221,0.0,0.51,A,7.0,9.0,37.0,54.0,B1,Diesel,11.0,R24,0.0
96222,0.0,0.02,A,7.0,9.0,37.0,54.0,B1,Diesel,11.0,R24,0.0
96223,0.0,0.39,A,7.0,9.0,37.0,50.0,B1,Diesel,11.0,R24,0.0
96225,0.0,1.0,C,6.0,1.0,37.0,50.0,B1,Regular,182.0,R24,0.0
96227,1.0,1.0,E,6.0,7.0,55.0,64.0,B1,Diesel,8561.0,R11,1128.12
96229,0.0,1.0,A,7.0,6.0,38.0,50.0,B1,Regular,11.0,R24,0.0
96231,0.0,0.9,A,4.0,21.0,37.0,50.0,B1,Regular,14.0,R24,0.0
96232,0.0,0.09,A,4.0,21.0,37.0,50.0,B1,Regular,14.0,R24,0.0
96234,0.0,1.0,A,5.0,1.0,27.0,72.0,B1,Diesel,27.0,R24,0.0
96237,0.0,1.0,D,8.0,1.0,39.0,50.0,B2,Regular,923.0,R11,0.0
96239,0.0,1.0,A,6.0,6.0,54.0,50.0,B2,Regular,9.0,R24,0.0
96244,0.0,1.0,A,7.0,7.0,24.0,85.0,B2,Diesel,27.0,R24,0.0
96247,0.0,1.0,A,6.0,1.0,67.0,50.0,B1,Regular,14.0,R24,0.0
96249,0.0,1.0,A,12.0,22.0,51.0,50.0,B1,Regular,27.0,R24,0.0
96251,0.0,1.0,A,4.0,12.0,37.0,50.0,B6,Regular,12.0,R24,0.0
96253,0.0,1.0,A,4.0,9.0,45.0,50.0,B4,Diesel,27.0,R24,0.0
96255,0.0,0.74,C,7.0,7.0,41.0,76.0,B1,Diesel,182.0,R24,0.0
96256,0.0,0.25,C,7.0,7.0,41.0,72.0,B1,Diesel,182.0,R24,0.0
96259,0.0,1.0,A,7.0,12.0,31.0,68.0,B2,Regular,14.0,R24,0.0
96261,0.0,1.0,C,6.0,15.0,39.0,76.0,B3,Diesel,182.0,R24,0.0
96264,0.0,1.0,A,9.0,10.0,65.0,50.0,B1,Regular,14.0,R24,0.0
96268,0.0,0.17,A,7.0,14.0,22.0,100.0,B1,Regular,27.0,R24,0.0
96269,0.0,0.39,A,7.0,1.0,28.0,60.0,B2,Regular,11.0,R24,0.0
96270,0.0,0.6,A,7.0,1.0,28.0,51.0,B2,Regular,11.0,R24,0.0
96272,0.0,0.28,C,7.0,16.0,52.0,100.0,B1,Regular,182.0,R24,0.0
96273,0.0,1.0,C,5.0,14.0,33.0,60.0,B4,Diesel,182.0,R24,0.0
96275,0.0,1.0,C,5.0,12.0,93.0,50.0,B3,Diesel,182.0,R24,0.0
96277,0.0,0.72,B,8.0,12.0,33.0,64.0,B10,Diesel,79.0,R24,0.0
96278,0.0,0.05,B,5.0,13.0,33.0,60.0,B2,Regular,79.0,R24,0.0
96279,0.0,0.21,B,7.0,12.0,33.0,57.0,B1,Regular,79.0,R24,0.0
96282,0.0,1.0,B,4.0,9.0,33.0,50.0,B1,Regular,57.0,R24,0.0
96284,0.0,1.0,F,4.0,12.0,48.0,50.0,B6,Regular,27000.0,R11,0.0
